2016-03-06|5471|13756|9939|22134|15761|10546|13580|11950|5896|9455|7735|56712
2016-03-07|5914|14780|11346|24464|16525|10720|13736|11447|7891|9009|4118|56710
2016-03-08|6176|13486|8508|19409|15124|11250|12461|13093|7074|8660|4100|50995
2016-03-09|5455|13671|8047|19850|15998|10922|12694|13608|7247|9067|4765|53108
2016-03-10|5996|14751|9866|23467|17224|11218|14845|15700|7635|9965|5318|58974
2016-03-11|7997|19228|12477|30370|19215|13448|18311|18406|8868|10787|6005|69221
2016-03-12|11251|30628|20065|42531|30753|21849|26742|29283|14088|17923|10040|107328
2016-03-13|6847|15886|13391|29082|17027|13208|16705|17221|6989|9530|9451|66792
2016-03-14|6900|14576|11602|25653|15508|10893|13803|14493|7027|8747|4164|55584
2016-03-15|6744|14408|9350|24135|15391|10698|13769|15144|7615|8547|4085|54421
2016-03-16|6503|15747|11550|25877|15955|11613|14577|15948|8452|8878|4755|58507
2016-03-17|7058|16139|12637|27106|16364|11376|15043|15928|8887|9515|5096|60863
2016-03-18|7098|18698|10927|25646|19438|12822|17197|18189|9909|10814|6117|67365
2016-03-19|10757|31325|19601|41507|32001|27447|27084|31847|16399|19192|10877|114647
2016-03-20|5807|15828|13712|27791|17105|16327|16693|17635|8253|9990|8781|68676
2016-03-21|5849|14720|10306|21977|16538|11296|14100|15755|8581|9183|4532|57031
2016-03-22|6161|14799|9480|23001|17294|12012|14620|16753|8924|9236|5943|60432
2016-03-23|6555|15994|9708|22891|17431|11734|14711|16649|9264|9929|5168|60458
2016-03-24|7825|20590|11611|26502|20768|16391|18431|22972|10043|11093|6754|71476
2016-03-25|12417|31403|22248|47473|28642|10007|28864|33074|14291|16266|11465|104973
2016-03-26|11966|34755|20862|42839|34180|13337|29595|33087|16816|22804|12594|117232
2016-03-27|4828|6965|5623|15816|8561|4764|8071|6578|607|0|6304|27480
2016-03-28|7633|19392|16918|31047|23381|12631|20671|22878|11053|16282|10751|86388
2016-03-29|8430|17008|11396|28038|18576|11306|16241|17955|9228|11551|6010|67088
2016-03-30|8300|17476|14445|30125|19704|9916|17176|18846|9421|11892|6153|70088
2016-03-31|8330|18408|16025|33793|20927|12349|18950|20433|10521|12583|6302|76683
2016-04-01|9049|20473|12317|28638|21695|13838|19355|21635|10542|12870|7155|75676
2016-04-02|11137|28810|19061|38915|28976|22806|26804|27662|13898|18816|9998|104984
2016-04-03|6993|16127|11974|28587|17048|11913|16867|17919|7842|9993|7590|65181
2016-04-04|9307|19934|13436|31985|21921|15461|19661|23782|10478|12400|6435|77666
2016-04-05|8481|19545|15204|34429|21951|14951|19887|22743|10550|13130|7878|81464
2016-04-06|9121|20641|13914|31067|21762|14935|18465|21371|11102|13697|7362|78672
2016-04-07|7365|17975|12191|26814|21108|14662|18762|21152|10586|12434|7158|73875
2016-04-08|9332|20585|14184|32357|21823|15364|19202|22288|10174|12296|7141|77495
2016-04-09|10351|21799|14549|35321|23329|14862|20940|22563|10147|14047|7419|82937
2016-04-10|6829|14159|11418|29031|15433|9600|15001|15445|6234|9073|7279|60257
2016-04-11|7804|17612|10703|26690|18955|14141|16687|20422|8631|10558|5368|65823
2016-04-12|7299|15936|10044|26438|18668|13684|16396|19213|8727|10281|6054|65843
2016-04-13|8969|17486|13295|32434|18170|12611|17433|20059|9262|10747|5741|70137
2016-04-14|8023|18634|11501|30221|19662|14138|18210|21414|9076|10907|7274|71904
2016-04-15|9541|22697|13339|32095|23840|16200|20901|23542|10848|12712|7568|81645
2016-04-16|11111|28534|22255|45790|29959|17066|25806|28096|14463|18761|10413|109002
2016-04-17|6396|13781|12449|28746|15423|9094|14322|15143|6758|9314|7360|60625
2016-04-18|6980|13011|9458|22043|15761|10970|12815|15527|7173|8771|4682|53885
2016-04-19|8062|14117|12462|26747|15554|9629|13852|15798|7380|8922|4548|56473
2016-04-20|8384|15674|13177|29095|16722|10668|15222|17025|7720|8866|4744|60122
2016-04-21|8803|15927|13331|28598|17079|12002|16769|17307|7656|9575|6519|64073
2016-04-22|9432|19490|13729|33144|19308|13862|18774|20433|8674|10625|6339|71722
2016-04-23|12553|28772|23254|47461|29760|18339|28768|29321|14425|18129|9605|110538
2016-04-24|7005|15578|12210|26342|16762|13325|15432|16288|6980|9712|7446|62862
2016-04-25|7153|14124|10949|25269|16120|11907|14243|16122|7524|9109|5486|58643
2016-04-26|7515|14921|11025|24565|16088|10213|13134|15827|7878|9430|4982|57193
2016-04-27|8569|19144|13583|30690|18718|11964|16032|18918|10375|10308|5356|68221
2016-04-28|7173|17711|10120|19907|16791|13886|14014|15903|9203|10154|5609|59103
2016-04-29|9002|20124|13830|26323|19503|15173|17883|19963|10974|11860|7530|72569
2016-04-30|15020|33943|25046|50814|30541|21545|31042|35295|18840|21396|11967|124263
2016-05-01|8590|18991|12958|29792|17891|17054|18549|18050|9196|11632|9844|74352
2016-05-02|9606|20225|17740|34445|20083|19458|20719|23989|12966|16142|11064|90256
2016-05-03|8612|14029|11629|25506|13540|10547|13038|16866|8049|8513|4498|54225
2016-05-04|9485|15148|12663|27341|14512|11898|14646|17742|8403|8934|4933|58315
2016-05-05|8993|16670|13693|31810|15777|13048|17554|19819|8748|9414|5846|65448
2016-05-06|10427|20131|14393|33229|18614|14731|19540|21904|9488|10373|6486|71902
2016-05-07|13706|31086|20666|47399|27420|23291|28015|32127|15006|16657|10406|108622
2016-05-08|9385|16155|13876|32984|15123|13344|17134|19438|6583|8432|8063|64867
2016-05-09|9588|15952|11807|29282|14062|13259|15603|19781|7475|8030|5181|58566
2016-05-10|7140|16008|8862|20125|14628|13992|13412|16345|7925|8427|4690|53035
2016-05-11|7508|15933|10040|23997|15548|13859|14786|17659|8290|9101|5190|57933
2016-05-13|10577|19909|16863|34230|18534|14113|19641|22746|9753|10748|7432|74112
2016-05-12|9938|16749|13565|30032|15210|13265|16854|21031|8759|9460|5654|63443
2016-05-14|14148|29134|23821|47543|25399|21927|27770|32591|15929|19091|10961|110968
2016-05-15|7792|15371|13670|29651|14890|10751|15306|17911|7855|9896|8790|65345
2016-05-16|8157|14236|11601|25875|13936|11500|13860|17674|8050|8822|5006|57017
2016-05-17|7982|14889|11141|25677|13749|11573|14192|17218|8136|8685|4841|55674
2016-05-18|7832|13781|12707|29485|16095|10673|15062|16814|8227|9072|5670|61879
2016-05-19|7495|15971|10306|21787|16183|13856|14651|16782|8534|9366|5628|58265
2016-05-20|8757|17469|12454|28489|18128|13921|16898|20360|9393|10487|6704|68068
2016-05-21|11999|28609|19303|40364|27293|23070|26231|30298|14906|18542|11034|106838
2016-05-22|8241|16932|13293|26757|16961|14553|15629|18210|7890|10395|9031|66757
2016-05-23|8641|13409|12040|27286|14793|11071|14081|17776|7789|8839|4929|57450
2016-05-24|7805|14649|10876|27746|15489|12012|14410|17976|8658|8829|5009|59627
2016-05-25|7332|15634|10325|24157|16609|12848|14496|17278|10458|9811|5096|61792
2016-05-26|7286|15092|10943|24479|16733|14236|15326|17683|10327|10511|5764|63817
2016-05-27|11493|22643|16176|34274|22183|17431|21066|27330|12562|12145|7979|83588
2016-05-28|15011|31946|24956|53603|30094|25182|33432|40153|18506|8531|19772|123254
2016-05-29|11001|17760|18019|44085|18344|13974|17549|20350|8286|8941|9457|76377
2016-05-30|10628|21317|16977|39685|21521|17016|21623|24351|12174|13369|10264|89144
2016-05-31|11664|22389|17924|39093|22157|17648|21469|28408|11200|13378|7988|86565
2016-06-01|11304|23593|17635|40819|23912|19049|21937|28341|12650|12817|7869|90089
2016-06-02|11912|23166|18066|40039|22661|18308|22062|28918|11966|12899|8076|88308
2016-06-03|12183|24571|19403|42722|23958|18040|23515|29275|12044|13598|9237|92626
2016-06-04|12655|28132|23208|45792|27126|22860|27741|32367|15087|16639|11770|108904
2016-06-05|7761|14618|14189|32709|14867|12922|15361|18290|6157|7915|9192|63928
2016-06-06|9315|15934|12598|30449|14922|13978|15413|21287|7542|8548|5189|61420
2016-06-07|7652|15293|11685|27414|15601|13672|15048|18322|7814|8615|5066|59932
2016-06-08|8060|13890|12284|28164|16447|13491|15428|19602|8217|9168|5306|62134
2016-06-09|7857|15602|11599|27012|16404|13724|15979|19230|8318|9227|5465|62208
2016-06-10|7436|16514|11602|25947|17309|15168|16714|19502|8437|9899|6157|64408
2016-06-11|10239|25617|17922|38031|25414|22614|25540|29974|14581|16134|9948|100067
2016-06-12|6445|15985|12078|27753|17331|18396|17969|21140|9077|10276|11197|73590
2016-06-13|6909|13688|10182|23880|14407|14073|14191|17388|7927|8982|4921|57178
2016-06-14|6914|14378|10541|24049|15299|14099|14275|17570|8275|9430|5995|59246
2016-06-15|7760|15956|11489|24835|17241|15524|15461|18159|9698|10203|6079|64611
2016-06-16|6773|16337|10789|22640|16050|14737|15235|17973|8720|9084|5318|59005
2016-06-17|8593|18141|14241|31782|19673|15684|19368|23407|11259|11931|7192|77064
2016-06-18|13038|28317|21946|43989|28772|24236|28786|36527|16698|18815|11363|114319
2016-06-19|5981|14436|9875|20655|14749|13747|15149|16136|7718|9320|8619|59718
2016-06-20|7360|13941|11331|25264|14748|12364|14029|18158|8547|8971|5236|58196
2016-06-21|7099|15695|11985|29469|16185|13353|15523|18855|9066|10644|5406|64491
2016-06-22|8092|15972|11678|27403|16752|13791|15394|18616|8926|10609|5656|64440
2016-06-23|9026|16559|13045|29312|16667|13956|16011|20772|9318|10663|5633|66378
2016-06-24|9658|20675|13517|30503|19793|17007|18269|21999|9919|12060|6915|74373
2016-06-25|10981|26877|20312|45170|27135|20836|26992|31678|15091|19236|10387|109466
2016-06-26|6943|15354|10954|25666|16114|14691|16222|18752|8392|10656|8777|66726
2016-06-27|7570|15437|12265|28359|15320|12411|14260|19156|8716|9993|5381|61825
2016-06-28|7767|17517|10877|24008|16788|14841|15483|18744|9836|10873|5391|63549
2016-06-29|7682|15254|10116|22873|16976|15529|15235|18723|9380|11090|6204|63798
2016-06-30|8150|19101|12105|27860|19112|16224|17541|21876|11006|12062|6617|72345
2016-07-01|10226|20737|13533|30909|21001|19144|19670|23543|11195|12779|7890|79598
2016-07-02|14936|31363|22946|48480|30285|25909|29197|35900|18187|21715|12490|121908
2016-07-03|8882|17714|14335|33601|18305|15201|17322|22307|9511|10843|9344|74628
2016-07-04|8538|18029|11546|28135|16526|15656|16417|20607|9680|10332|5946|66327
2016-07-05|10218|17922|14660|34178|19893|17695|18338|25514|10384|11784|6350|76138
2016-07-06|8385|16980|11842|29402|18099|16070|16244|20277|9238|9848|5549|66888
2016-07-07|7831|16279|12459|27419|17972|17574|16452|19605|9313|10796|6559|68423
2016-07-08|9054|18089|14655|32105|19748|16425|18486|23312|10435|11935|7663|76069
2016-07-09|11388|26981|19375|40797|27473|38363|26002|31416|14663|17126|11761|111265
2016-07-10|7057|16381|12928|29147|17009|17946|17706|20824|8254|10254|9487|71280
2016-07-11|7691|14844|11604|25027|16540|17240|15836|17697|8623|10880|5678|64237
2016-07-12|8377|16559|12258|29131|18322|18789|16966|20192|10560|11603|5876|71736
2016-07-13|9162|17422|15466|34365|20255|23340|17406|24692|10062|11572|5889|78603
2016-07-14|6677|17150|17057|35932|20042|21111|17082|23330|9759|11507|6163|77676
2016-07-15|6192|19120|14731|31569|20728|23940|18555|23040|10267|12495|7389|80040
2016-07-16|11984|27023|22010|46437|30639|35385|28755|37987|15939|20014|11804|122271
2016-07-17|7957|15118|15851|35665|18213|20269|16955|22766|8434|10819|9501|77084
2016-07-18|9617|17505|15488|35217|18496|20953|16767|24158|9501|10641|6179|74811
2016-07-19|10159|16781|14785|32885|16083|20029|14622|22185|8191|9256|6295|68560
2016-07-20|9007|16560|15133|34562|16787|21436|16471|22440|8988|10002|6539|72707
2016-07-21|9721|19240|14943|37618|19506|23157|18580|24788|10045|11117|7324|80574
2016-07-22|10574|21453|16018|40045|20499|24715|22894|28488|11283|12204|8605|88799
2016-07-23|11515|25165|20559|48417|25026|29147|26082|31282|14022|15882|10766|107777
2016-07-24|7204|15717|11590|30611|15629|21137|17025|20239|8149|10008|9610|71133
2016-07-25|9284|18426|13865|35255|19045|24678|19941|26175|10896|11746|7542|81835
2016-07-26|9307|18800|13804|35162|19154|22952|19795|25280|10277|11541|7651|80281
2016-07-27|10805|20140|22279|40622|20683|22803|20149|27667|11027|12531|8001|86555
2016-07-29|11069|21572|17757|38688|21880|27477|23201|31041|13381|13549|9188|94007
2016-07-28|9738|21293|14496|33990|20369|26288|19746|26344|12454|13030|8331|85656
2016-07-30|14561|27962|22109|53721|26196|30497|27579|35992|15783|17631|11902|118107
2016-07-31|8245|16371|15756|36135|15883|18546|17540|21158|8426|9781|9741|74341
2016-08-01|9763|20704|14927|35092|20488|24991|19295|25540|10851|12112|7781|82666
2016-08-02|8977|18476|13194|33108|19892|23831|19452|25570|11118|11578|7540|80881
2016-08-03|9487|19647|15420|36751|19537|22822|19834|25515|11197|12670|7590|83734
2016-08-04|10066|18996|16974|35452|19757|23200|19166|25872|11737|12694|7734|83759
2016-08-05|11512|20720|17859|42170|20186|23865|22421|27963|11378|12842|8746|90657
2016-08-06|12140|24940|22272|49243|23616|26518|24675|30515|13365|15235|10787|104606
2016-08-07|7695|14819|13322|30691|14163|17148|16524|18770|7123|8843|8844|66028
2016-08-08|9865|18055|15648|36371|18064|20399|17649|24667|9985|11508|6876|77093
2016-08-09|9563|19410|14041|34548|19143|21148|18784|23724|11519|12135|6795|79360
2016-08-10|9332|18375|13633|32628|19122|21804|18301|23620|10897|11779|7212|78325
2016-08-11|8081|16107|12865|29813|18313|21099|17929|22396|10446|11890|7084|74937
2016-08-12|10552|19767|15347|36797|19363|21353|21184|26922|11577|12682|8020|84157
2016-08-13|10572|22962|20753|45360|23364|24680|24476|30634|14255|16707|10191|103168
2016-08-14|6732|13674|13531|29225|13812|15358|14021|17423|7009|8669|7710|61540
2016-08-15|9659|18538|16018|36800|17169|21675|19193|25328|9569|11072|7465|78194
2016-08-16|9696|18590|15592|37104|16672|21492|18216|24181|9540|10827|6607|76631
2016-08-17|9913|19013|15964|36905|17536|21160|18716|24345|9447|10882|7293|77809
2016-08-18|9553|19317|16014|37331|18494|23822|19242|24639|9813|11302|7477|80224
2016-08-19|9294|20598|13565|29022|19295|24330|18817|23193|10285|12898|8500|79180
2016-08-20|10481|26206|18235|38593|24486|27277|23419|28086|13529|17995|10162|100529
2016-08-21|6169|13714|11631|26361|14661|16785|15319|18740|7177|9573|8827|63716
2016-08-22|8471|17616|12745|30195|18598|22493|16906|23269|9320|11708|7699|74401
2016-08-23|9484|20235|16445|37844|18601|22380|19771|26056|9871|11646|7344|80770
2016-08-24|9397|19372|15551|37425|18273|21397|18766|24702|9708|11559|7030|79040
2016-08-25|8462|18937|12959|32131|19420|21396|19087|26012|9739|12323|7501|78028
2016-08-26|11636|24424|18603|41879|21965|26473|24243|31189|11978|14054|8917|94829
2016-08-27|10807|28018|19489|43912|25617|26848|25701|32953|13983|16958|10560|105142
2016-08-28|6806|17091|16253|35222|17298|17511|18198|20865|7963|10636|8872|73799
2016-08-29|8745|20962|19423|41033|19676|21562|20898|26097|10860|14037|10673|89910
2016-08-30|9382|19604|15062|35057|19330|22498|19313|25910|10247|12108|6662|79739
2016-08-31|8806|21268|16901|40603|20123|23003|19987|26963|10905|14069|7491|85374
2016-09-01|9901|21625|15152|41596|19707|23430|20412|27229|10957|13320|8085|85957
2016-09-02|9514|21024|15602|38170|20966|23041|20718|28278|10812|13161|8382|84825
2016-09-03|10534|27221|18106|40631|24969|29766|22931|29086|13654|19388|10566|103293
2016-09-04|6261|14744|13952|32029|15653|17763|15551|20241|7673|10788|8532|67479
2016-09-05|7568|17085|12995|32132|16975|19147|15546|22835|8700|10783|5736|67924
2016-09-06|7688|16102|11607|31014|16919|17564|14520|21252|8196|9796|4697|63460
2016-09-07|7856|15081|13169|33649|14454|16298|14604|18517|7894|9425|5011|64153
2016-09-08|7079|14940|13489|31014|14935|15743|13827|17451|8234|9499|4956|62266
2016-09-09|7462|17105|12328|32934|17887|17771|17039|20800|8347|10681|6229|70214
2016-09-10|10899|24916|23314|48818|25035|32218|25144|30992|12678|16635|10423|107214
2016-09-11|7882|14955|15254|36540|14714|17638|16267|18905|7000|10119|8766|70498
2016-09-12|6733|13839|10575|28928|14727|15719|12852|17936|6968|8765|4757|58694
2016-09-13|6121|13235|11323|29995|14950|16167|13251|16378|7264|9398|4503|60084
2016-09-14|6830|14014|14685|35045|14743|16693|13986|17909|7410|9274|4953|64721
2016-09-15|6142|14075|14348|34207|15398|18072|13999|17986|8021|9870|5196|66065
2016-09-16|7241|17097|15272|39404|18091|17404|17173|19531|9019|11243|6325|75559
2016-09-17|10440|29000|28487|57787|26453|26937|25793|30937|13567|18951|10826|115992
2016-09-18|6785|16080|14348|38592|15560|16667|16016|18772|6803|10189|8598|71703
2016-09-19|6604|15806|13531|33571|16511|15583|14286|19150|8031|9634|5299|65330
2016-09-20|6857|15540|13986|33762|15957|15516|14252|18992|7569|9705|5387|65120
2016-09-21|6776|16021|11782|33961|16319|15119|13754|18542|9363|9674|5338|66327
2016-09-22|8762|16478|14868|39272|15037|16460|15801|19138|10785|11197|5649|73677
2016-09-23|8684|20472|15854|42235|19107|19488|19461|22800|11267|12109|6629|83423
2016-09-24|9952|30070|22473|52445|28987|31082|24556|32734|14884|18688|10186|116376
2016-09-25|7079|17981|17266|39169|17652|18033|16379|20272|7894|11305|8122|75086
2016-09-26|6753|15991|11843|30957|16212|16777|12228|17238|7002|9609|4770|61227
2016-09-27|6274|14489|13550|31679|16013|15016|13120|17590|7422|9357|4621|61191
2016-09-28|7730|25390|16845|41945|21446|21299|17645|24521|9059|10710|5389|79413
2016-09-29|7648|17837|14210|36171|16713|16966|16204|19952|10359|10689|5100|71836
2016-09-30|9542|21687|16130|40307|19922|20118|19161|23972|10753|12359|6633|81729
2016-10-01|13388|32779|23591|47319|30647|32197|26223|33847|15996|21541|11754|120940
2016-10-02|8366|17951|16195|36022|16881|17892|18389|21205|8957|11515|8911|76742
2016-10-03|7353|15641|12503|30303|14897|15358|15114|18542|8818|9949|4728|63264
2016-10-04|7192|14284|11306|27768|15248|15025|13760|18463|8567|9434|4646|60528
2016-10-05|7887|16916|13659|31973|16059|15675|15567|18333|9073|10283|5560|66741
2016-10-06|7899|15918|13002|30122|15769|14747|15243|18696|8883|10298|5358|64992
2016-10-07|8325|18329|12122|32690|18951|17325|16768|21495|9659|11579|6369|72369
2016-10-08|12822|32328|23748|51975|29242|28842|27700|34173|15660|19812|11639|121206
2016-10-09|7613|16541|12761|33524|15873|16407|16834|19477|8659|10504|8280|71677
2016-10-10|7099|13954|11617|28532|14427|13835|13134|16744|8172|8930|4585|58961
2016-10-11|6665|13953|9965|26992|15085|14076|12227|16621|8376|9321|4501|58017
2016-10-12|7820|15605|11262|27750|15693|15286|14351|17461|8182|9766|4927|61098
2016-10-13|7269|15464|10609|24839|15881|14537|14104|17525|8761|10251|5042|60491
2016-10-14|8894|19067|13972|30809|18552|17516|17107|21118|10164|11791|6665|72505
2016-10-15|12145|32174|22820|47696|28832|29045|29069|32605|16438|21286|10607|118840
2016-10-16|7579|17392|12805|30730|16716|17063|17516|19399|8035|11210|8372|70556
2016-10-17|7920|15287|12243|32810|15836|16668|17109|19757|7777|9727|4741|65439
2016-10-18|7568|14134|10347|24636|15599|14997|13103|16799|8268|10034|4818|58938
2016-10-19|6688|14626|12112|27197|16312|15643|15506|17178|9315|10413|5272|64247
2016-10-20|6971|14741|10197|25184|16547|15409|14744|17563|9698|10899|5408|64809
2016-10-21|9297|19739|13484|31684|20074|19032|19594|22725|11223|12684|6866|79209
2016-10-22|12486|29853|21525|43868|29268|29707|27053|32200|15409|20446|10868|115498
2016-10-23|8085|17194|13632|34594|17070|17768|19234|19698|9693|11358|7962|76336
2016-10-24|10080|21227|13351|33115|21201|21186|18846|25825|11995|14270|7405|84770
2016-10-25|9808|20813|12170|32801|20413|20741|19796|25566|11264|14389|7720|83842
2016-10-26|11012|21879|13780|37153|21269|21392|19296|26631|12426|14195|7625|87519
2016-10-27|10768|21964|13472|33000|21790|20681|18164|26387|11840|14572|8040|84906
2016-10-28|12190|23738|14828|36457|23462|22329|20706|30068|12797|16331|9784|93871
2016-10-29|11146|27235|14779|36603|25855|29419|23089|32082|14943|19378|9624|103991
2016-10-30|7127|7399|8246|22479|14714|16727|12924|17708|7947|10505|7698|61237
2016-10-31|7814|7952|9023|26070|15580|15351|16143|19797|9193|11348|5450|64806
2016-11-01|7449|7172|9011|21891|15441|16197|13526|17410|8967|10725|5314|60235
2016-11-02|8134|16320|10369|27174|16240|16065|17730|18614|10442|12038|5492|68714
2016-11-03|8049|16435|9463|22976|16915|17394|13233|18381|10316|12337|5665|65071
2016-11-04|9436|19606|12055|27101|18658|20916|17918|20505|11223|14188|7272|76657
2016-11-05|14889|32572|22563|55407|31649|38887|32218|32786|18208|25420|17034|143410
2016-11-06|7164|14362|9269|27314|14901|15746|14467|18611|8167|11876|7898|65900
2016-11-07|7219|14241|9125|26672|14816|15877|16570|18074|11447|11542|4958|66837
2016-11-08|6554|13721|8258|20605|14549|15021|11963|16836|13124|11181|4900|61264
2016-11-09|6966|15164|9917|23557|15688|15303|12899|16703|11485|11611|5147|63583
2016-11-10|9166|18765|13002|30946|19917|19189|18445|21083|13198|14240|6484|79746
2016-11-11|7186|19937|10569|30470|18979|19338|20027|20598|15011|15632|7043|83997
2016-11-12|12317|31388|20555|47454|30654|33845|30326|33322|24471|25827|12709|138139
2016-11-13|7327|16907|11277|28778|18453|21872|17198|21570|13862|14488|10210|83515
2016-11-14|7359|14804|10659|24558|16131|15642|13844|17844|10209|11793|5249|64308
2016-11-15|6647|14040|8655|22446|15769|15529|14626|17007|10684|11617|5429|63342
2016-11-16|7347|15194|10453|21912|16946|14825|14443|17527|10947|12168|5679|65059
2016-11-17|7090|16920|10451|20116|17853|16782|14924|16545|11261|13811|6648|68112
2016-11-18|8531|22521|13635|28821|21600|20484|20542|22026|13273|16199|8875|86220
2016-11-19|13380|35880|21701|50530|32820|28022|33408|34079|23117|28420|13600|141826
2016-11-20|8115|21013|13860|31948|21747|17497|21430|24123|13840|16332|11911|90650
